,ref_id,client_division,description,vendor,contract_value,contract_date,type,date_won,currency
2212,GM32.20,Toronto Water,"Amendment - To increase the Purchase Order value by $144,811.75(exclusive of taxes) for the provision of Software Support & Maintenance Services for the period from July 1, 2013 to June 30, 2014",CHERNIAK SOFTWARE DEVELOPMENT CORPORATION,144811.75,06/26/2013,non-competitive,,CAD
100,11708,Waterfront Secretariat,"For the provision of professional services to complete a review (the ""Review"") to ensure the City's Waterfront Secretariat is set up for success to lead, coordinate and help deliver the City's waterfront revitalization priorities, all in accordance with the KPMG Proposal dated March 29, 2021 and with the Agreement made on June 15, 2021.",KPMG,144000.0,09/03/2021,non-competitive,,CAD
1003,9830,Fire Services,Amendment - for the provision of structural leather footwear for firefighters,SAFEDESIGN APPAREL LTD,144000.0,05/08/2019,non-competitive,,CAD
829,10324,Emergency Medical Services,"For the provision of the non-exclusive supply and delivery of three (3) Tahoe new vehicles to Toronto,Paramedic Services required in 2020 for TPS operations",ROWLAND EMERGENCY VEHICLE PRODUCTS,143175.0,01/21/2020,non-competitive,,CAD
2242,8149,Toronto Water,For the emergency cleanup services in the watercourse at McNicoll Avenue south to Finch Avenue.,Accuworx Inc.,142778.47,03/05/2013,non-competitive,,CAD
2404,Doc2720261805,Fire Services,"Request for Quotations for the supply, delivery, and removal of vehicles for TFS' Auto Extrication Program",JP Towing Service & Storage,142500.0,,competitive,08/18/2021,CAD
264,11698,Fleet Services,"AMENDMENT #5 - May 4, 2021 - NCPR 11698,Increased to contract value from $102,481.00 to $142,481.00 and extended the validity date from July 1,,2021, to June 30, 2022.",CANADIAN LINEN & UNIFORM SERVICES,142481.0,05/04/2021,non-competitive,,CAD
773,10387,Information & Technology,"Provision of IT research subscription services for the period from December 1, 2019 through February 29, 2020",Gartner Canada,142224.99,02/21/2020,non-competitive,,CAD
672,10864 ,Transportation Services,For the supply and delivery of Barracuda Barriers.,STINSON EQUIPMENT LTD,141490.0,07/10/2020,non-competitive,,CAD
2204,8201,Toronto Water,"Amendment - To increase the contract value by $141,200(exclusive of taxes) for the supply of parts, service and repairs to Humboldt centrifuges",ANDRITZ SEPERATION,141200.0,07/31/2013,non-competitive,,CAD
2108,8278,Solid Waste Management Services,"For the Emergency supply of operators and equipment necessary to supplement work performed by City crews as part of the Debris Management Plan as a result of the Ice Storm on December 21 & 22, 2013",CLC TREE SERVICES LTD,141120.0,01/04/2014,non-competitive,,CAD
198,11436,Real Estate Services,"For the provision of EnergyCAP software subscription and support for the period from January 1, 2021 to December 31, 2021, all in accordance with the EnergyCAP Maintenance Agreement Renewal dated October 1, 2020 and contract agreement dated November 27, 2020.",ENERGY CAP CANADA INC,140464.9,03/24/2021,non-competitive,,CAD
2360,Doc3211611849,Fire Services,Non-Destruction Testing (NDT) Inspection and operation for aerial devices and vehicle frame rail inspections,On-Site Industrial Services Ltd.,140400.0,,competitive,04/19/2022,CAD
1443,8970,Facilities Operations,"For the provision of engineering services for the Resiliency Generator replacement at Scarborough Civic Centre all in accordance with the signed legal agreement dated April 24, 2017.",SNC Lavalin Inc.,140080.0,06/08/2017,non-competitive,,CAD
2072,EX23.24,Engineering & Construction Services - Capital Works Delivery,To provide professional engineering services for the site servicing of the 600mm watermain work on Front Street between Bay Street and York Street,AECOM CANADA LTD,140035.0,01/31/2013,non-competitive,,CAD
1275,9110,"Parks, Forestry & Recreation",For the provision of replacement exclusive parts for the existing equipment in children playground in City of Toronto,PLAYPOWER LT CANADA INC,140000.0,04/27/2018,non-competitive,,CAD
2217,8190,Transportation Services,"Amendment - to extend the validity date to June 30, 2015 and increase the target value by $140,000 (exclusive of taxes) for the supply, printing and delivery of Parking permits and Renewal notices.",Moore Wallace Inc.,140000.0,07/01/2013,non-competitive,,CAD
1078,9110,"Parks, Forestry & Recreation","Amendment # 1,Option Year Renewal - Contract 47021396",PLAYPOWER LT CANADA INC.,140000.0,01/24/2019,non-competitive,,CAD
544,11135,Fire Services,Renewal - For the provision of a qualified medical practitioner to provide specific professional medical services to the City's Toronto Fire Services Division,"FORMAN, DR NOAH A",139556.84,11/03/2020,non-competitive,,CAD
1918,8452,"Parks, Forestry & Recreation","Amendment to increase the target value of the contract by $139,440.00 net of all taxes and charges, and to extend the validity end date of the contract from March 16, 2014 to June 30, 2014 for emergency work as part of the Debris Management Plan for the Ice Storm on December 21 & 22, 2013.",DARLINGTON PROPERTY MAINTENANCE,139440.0,04/29/2014,non-competitive,,CAD
974,9811,Corporate Security,For the provision of a mass notification system that will allow the City with emergency communication based on work location.,RMS SOFTWARE INC,139000.0,06/04/2019,non-competitive,,CAD
1319,GM8.8,Long-Term Care Homes & Services,"To add the amount of $138,291.00 net of all taxes, as referenced on quote #884-40937 for the annual GoldCare maintenance fees and Universe Server. Total value of purchase order increased $138,291.00 from $261,938.50 to $400,229.60 net of all taxes and charges from January 1, 2018 to December 31, 2018.",Campana Systems Inc.,138291.0,01/12/2018,non-competitive,,CAD
1203,GM8.8,Fire Services,"Amended Purchase Order to add Line Item 30 for the provision of subscription services for Darkhorse Diagnostics Application & Station Locator/Development Analyzer model including support and maintenance of the application tools, monthly cleaning and upload of customer data and customer success adoption support for the period from August 1, 2018 to July 31, 2019.",Darkhorse Analytics Inc.,137917.0,08/01/2018,non-competitive,,CAD
853,10275,Fire Services,For the provision of a qualified medical practitioner to provide specific professional medical services to the City's Toronto Fire Services Division,"FORMAN, DR NOAH A",136820.4,12/09/2019,non-competitive,,CAD
392,11138,Fire Services,"For the provision of the non-exclusive supply of all labour, materials, and equipment necessary to perform,Mechanical and Structural Safety Inspections, Repairs, and Certifications for various Technocrane,BIGMAX and Copma vehicle mounted lifting devices as and when required for various City of Toronto#s,Fleet Services Division",DRIVE PRODUCTS,136000.0,02/09/2021,non-competitive,,CAD
1460,8989,Treasurer,For the provision of Professional Consulting Services to perform a review of the financial sustainability of the Toronto Community Housing Corporation.,PWC,135000.0,04/06/2017,non-competitive,,CAD
1098,9447,Human Resources,"For the provision to provide learning services for the Intact Team Program including facilitation, provisional courses, course design and development for period of February 10 to December 31, 2019.",ESSENTIAL COMMUNICATIONS LTD,135000.0,01/18/2019,non-competitive,,CAD
2230,8146,Engineering & Construction Services - Engineering Review,"Amendment in the amount of $135,000.00 for an additional one year service of a Senior Environmental Specialist.",Terrapex Environmental Limited.,135000.0,04/05/2013,non-competitive,,CAD
1486,8888,311 Toronto,For the provision of over the telephone interpretation services for various City Divisions as and when required.,Language Line Services,134895.0,02/07/2017,non-competitive,,CAD
349,11326,City Planning,"For the provision of Rail Safety and Risk Mitigation Report Peer Review services from HATCH,Corporation.",HATCH CORPORATION,134875.0,03/05/2021,non-competitive,,CAD
1582,8821,Toronto Paramedic Services,"For the provision of equipment, parts, repairs, supplies and service agreements for the TSI 8038 Portacount as per the Agreement dated September 28, 2016 between Levitt-Safety Ltd. and the City of Toronto from the commencement date of this agreement until August 31, 2021",LEVITT-SAFETY LIMITED,134287.59,10/13/2016,non-competitive,,CAD
1213,9363,Court Services,For the provision of Collection Services for the Court Services Division,COMMERCIAL CREDIT ADJUSTERS LTD,134185.3,09/05/2018,non-competitive,,CAD
1530,GM8.8,Long-Term Care Homes & Services,"Authority: GM8.8 adopted by City Council on December 9 and 10, 2015,Amendment No. 1 - January 1, 2017 - December 31, 2017.,To add line item 50 to 80 in the amount of $134,164.00 net of all taxes, as referenced on quote #884-40360 for the annual  GoldCare maintenance fees, Universe Notebook and Universe Server. Total value of purchase order increased $134,164.00 from $127,774.50 to $261,938.50 net of all taxes and charges from January 1, 2017 to December 31, 2017.",Campana Systems Inc,134164.0,12/28/2016,non-competitive,,CAD
1020,PW13.1,Toronto Water,3RD OPTION YEAR RENEWAL,METTLER TOLEDO INC.,133876.0,04/10/2019,non-competitive,,CAD
1255,9170,Toronto Water,"For the provision of Smart Cover Sewer Monitoring Units for a period of 6 months, with an option to purchase the units at a discounted price or uninstall and return them, all in accordance with the Proposal dated November 23, 2017 (Proposal Reference: 11701rev2).",Link Utility Technologies Inc.,133325.0,06/07/2018,non-competitive,,CAD
1548,8895,Information & Technology,"Provision of professional service for the implementation of IDM and Exchange 2013 all in accordance with the Statement of Work dated October 6, 2016.",Micro Focus Software (Canada) Inc.,133000.0,12/09/2016,non-competitive,,CAD
1502,GM8.8,Information & Technology,"Provision of Software Maintenance for ASG Mobius View Direct Maintenance for the period from January 1, 2017 to December 31, 2017.",ASG Inc.,132977.3,01/01/2017,non-competitive,,CAD
416,11421,Information & Technology,"or continue to hire a Security Specialist,,(Hui Whu) for the Technology Services Division (IT) for the Cyber Security Program and to support the,Cyber Security and Compliance process. For the period of March 23, 2021 to September 22, 2021",PROCOM CONSULTANTS GROUP LTD,132860.0,01/22/2021,non-competitive,,CAD
1246,9263,"Parks, Forestry & Recreation","For the provision of Supply of seed, plugs and rooted cuttings",BALL SEED / BALL SUPERIOR,132835.69,06/29/2018,non-competitive,,CAD
412,11405,Information & Technology,"AUTHORITY: GL16.5 Adopted by City Council on October 27, 28 and 30, 2020,For the provision of Signature Management by DocuSign product for the period of January 23, 2021 to,January 22, 2022.",SAP CANADA INC,132561.0,01/25/2021,non-competitive,,CAD
1965,8438,"Parks, Forestry & Recreation","Amendment - To increase contract by $132,352.00(exclusive of taxes)and extend expiry date to June 30, 2014 from March 13, 2014 for emergency work as part of the Debris Management Plan for the Ice Storm on December 21 & 22, 2013",MULTIBOBCAT SERVICES LTD,132352.0,04/07/2014,non-competitive,,CAD
1401,9045,Corporate Finance,"For the provision of Risk Management Information System (RMIS) software upgrade, all in accordance with the signed agreement dated July 24, 2017.",Marsh ClearSight,132000.0,08/16/2017,non-competitive,,CAD
1565,GM8.8,Public Health,"Authority: GM8.8 adopted by Council on December 9 & 10, 2015.  For the annual support and maintenance for the Results Scorecard licenses for the period of October 2016 to September 2021., all in accordance with the legal agreement made on August 17th 2016 & maintenance estimate TPH Est. 7.",Clear Impact LLC,132000.0,11/07/2016,non-competitive,,CAD
